vendor_id,vendor_name,category,contract_value,contract_start,contract_end,sla_breaches_90d,incidents_90d,compliance_flag,uptime_pct,financial_risk_score,risk_probability,risk_tier,vendor_exit_risk
V_1479,Vendor_480,Cloud,1056152,2025-02-13,2027-02-27,1,0,0,96.83,0.32,0.76,Low,0
V_1480,Vendor_481,Cloud,574658,2024-07-19,2026-05-16,2,0,0,100.0,0.15,0.52,Low,0
V_1481,Vendor_482,IT Services,1717108,2024-04-15,2026-05-23,1,0,1,100.0,0.5,0.6,Low,0
V_1482,Vendor_483,Cloud,2283414,2024-06-30,2025-08-19,2,1,0,97.95,0.24,1.03,Medium,0
V_1483,Vendor_484,Security,2102109,2025-08-08,2027-03-30,1,0,0,100.0,0.45,0.3,Low,0
V_1484,Vendor_485,Security,4234251,2025-03-08,2026-01-19,4,0,0,99.39,0.39,1.13,Medium,0
V_1485,Vendor_486,Security,1717690,2024-04-02,2025-10-02,0,1,0,100.0,0.44,0.24,Low,0
V_1486,Vendor_487,Cloud,2241306,2025-12-30,2028-01-08,1,0,1,99.39,0.26,0.67,Low,0
V_1487,Vendor_488,Logistics,3045785,2023-09-10,2024-12-10,0,1,0,97.64,0.51,0.6,Low,0
V_1488,Vendor_489,Finance,227476,2025-09-27,2026-08-19,2,2,0,97.67,0.34,1.28,Medium,0
V_1489,Vendor_490,Finance,892329,2024-05-06,2027-03-31,2,0,0,96.87,0.45,1.01,Medium,0
V_1490,Vendor_491,IT Services,2755430,2025-12-03,2027-11-07,1,0,0,99.36,0.56,0.4,Low,0
V_1491,Vendor_492,Logistics,4707448,2025-09-29,2026-11-12,0,1,0,98.05,0.15,0.51,Low,0
V_1492,Vendor_493,SaaS,3990008,2025-04-09,2026-07-06,3,0,1,97.23,0.02,1.47,Medium,0
V_1493,Vendor_494,Logistics,3449618,2025-05-28,2028-03-26,1,2,1,98.1,0.2,1.26,Medium,0
V_1494,Vendor_495,Finance,3559163,2024-07-08,2027-01-25,0,3,0,97.31,0.53,1.06,Medium,0
V_1495,Vendor_496,IT Services,3149449,2025-04-19,2026-01-11,2,2,1,99.58,0.25,1.29,Medium,0
V_1496,Vendor_497,Security,3100798,2024-05-05,2026-08-18,2,0,1,99.57,0.65,0.93,Medium,0
V_1497,Vendor_498,Logistics,4900224,2025-03-18,2026-05-17,3,0,1,100.0,0.09,1.06,Medium,0
V_1498,Vendor_499,Cloud,2197914,2025-08-15,2028-02-15,1,0,0,97.09,0.52,0.74,Low,0
V_1499,Vendor_500,Cloud,2085030,2025-09-08,2026-04-30,0,1,1,98.16,0.57,0.83,Medium,0
